T	DT JJR	0.00688575899844
T	NNS PRP	0.00383288616328
T	'' ``	0.0048309178744
T	VBN VBN	0.0485252140818
T	CD NNS	0.169312169312
T	VBZ JJS	0.00109769484083
T	CD NNP	0.0238095238095
T	VBG VBN	0.0358974358974
T	, WDT	0.0314430095452
T	VBG VBG	0.0017094017094
T	WRB TO	0.0387596899225
T	VBN VBZ	0.00570884871551
T	VBG VBZ	0.0017094017094
T	DT WRB	0.000312989045383
T	NNP NNS	0.0356622998544
T	NNP NNP	0.318049490539
T	VBG :	0.00854700854701
T	WRB RB	0.077519379845
T	DT NNPS	0.000625978090767
T	DT NN	0.512050078247
T	NN ''	0.0133440514469
T	: -RRB-	0.00512820512821
T	`` JJR	0.00487804878049
T	NNS RBR	0.000766577232656
T	MD ,	0.00254452926209
T	VBG .	0.00512820512821
T	VBG ,	0.0153846153846
T	FW VBG	0.0467289719626
T	RB DT	0.063829787234
T	NNP FW	0.00145560407569
T	WRB DT	0.217054263566
T	VBD WRB	0.00263157894737
T	POS NNP	0.169811320755
T	POS NNS	0.169811320755
T	VBN VBD	0.000951474785918
T	VBG CC	0.0188034188034
T	: WP	0.00512820512821
T	VBN VBG	0.011417697431
T	PDT DT	1.0
T	-RRB- DT	0.0216802168022
T	CC JJ	0.144240077444
T	VB WRB	0.00811359026369
T	PRP IN	0.053125
T	IN VB	0.000261437908497
T	`` RB	0.019512195122
T	<s> DT	0.238278247502
T	VB PDT	0.00304259634888
T	DT -RRB-	0.000312989045383
T	VBG JJ	0.107692307692
T	MD NN	0.00254452926209
T	-RRB- VBG	0.00271002710027
T	VBZ WDT	0.00109769484083
T	<s> PRP$	0.0053804765565
T	NNS JJR	0.000383288616328
T	JJ NN	0.423635776558
T	CD -RRB-	0.0952380952381
T	VB JJR	0.00507099391481
T	PRP$ NNS	0.163265306122
T	NNS MD	0.0356458413185
T	`` TO	0.00975609756098
T	VBN VBP	0.00190294957184
T	UH ''	1.0
T	-LRB- JJ	0.0677506775068
T	CC -RRB-	0.000968054211036
T	<s> RBR	0.00614911606457
T	VBG ``	0.00854700854701
T	NNS DT	0.00536604062859
T	-LRB- VBP	0.00271002710027
T	CC -LRB-	0.000968054211036
T	NN DT	0.00627009646302
T	-LRB- VBN	0.0162601626016
T	RP IN	0.411764705882
T	-LRB- VBG	0.0135501355014
T	<s> WP	0.00230591852421
T	CC NNP	0.0706679574056
T	NN JJ	0.0138263665595
T	VBG JJR	0.00683760683761
T	MD PRP	0.00254452926209
T	NNP VBP	0.00655021834061
T	VB -LRB-	0.00202839756592
T	DT RB	0.010641627543
T	CD NN	0.227513227513
T	, TO	0.00729927007299
T	VBP RB	0.154458598726
T	JJ JJR	0.000645786244753
T	: NN	0.128205128205
T	'' -RRB-	0.0917874396135
T	: JJ	0.133333333333
T	RBR JJ	0.738636363636
T	JJR CC	0.0636363636364
T	NN CC	0.0427652733119
T	NN CD	0.00273311897106
T	JJR CD	0.00909090909091
T	VBN JJR	0.000951474785918
T	'' VB	0.0048309178744
T	RB IN	0.114566284779
T	'' IN	0.12077294686
T	, JJS	0.00224592925323
T	, JJR	0.000561482313307
